Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,return ,preturn ,year,month
T59735,2023-03-02,C2973,Coffee,790.0,184.32,PayPal,Pending,False,True,2023,3
T59741,2021-09-06,C1404,Coffee,310.0,579.4472974752462,PayPal,Failed,False,True,2021,9
T59747,2024-10-18,C2536,tablet,955.0,651.040520272461,PayPal,Pending,False,False,2024,10
T59749,2024-02-01,C2214,smartphone,10.0,91.82777722143076,Credit Card,completed,True,False,2024,2
T59755,2024-10-17,C1805,smartphone,3.0,524.3066615827773,Credit Card,completed,False,False,2024,10
T59761,2023-05-27,C4179,Headphones,9.0,524.3066615827773,PayPal ,unkown,True,False,2023,5
T59762,2023-02-28,C4344,Coffee,5.0,524.3066615827773,Cash,completed,False,False,2023,2
T59764,2023-12-18,C934,smartphone,8.0,284.08,Credit Card,Failed,False,True,2023,12
T59765,2020-01-18,C4667,tablet,7.0,524.3066615827773,Cash,Completed,False,False,2020,1
T59784,2024-01-02,C1452,Laptop,154.0,659.3096525190923,Credit Card,Pending,False,False,2024,1
T59799,2020-09-07,C3290,Laptop,367.0,524.3066615827773,PayPal,Pending,False,False,2020,9
T59803,2020-12-04,C2504,tablet,759.0,809.3440177512467,Credit Card,complete,False,True,2020,12
T59804,2024-09-03,C263,Laptop,733.0,823.57,Credit Card,Failed,False,False,2024,9
T59805,2023-04-09,C3059,Headphones,596.0,524.3066615827773,Credit Card,complete,False,False,2023,4
T59809,2021-01-13,C1948,tablet,1.0,524.3066615827773,Cash,unkown,False,False,2021,1
T59811,2021-02-27,C3408,Coffee,10.0,574.004979942804,Credit Card,Pending,False,True,2021,2
T59813,2023-05-07,C1022,Headphones,934.0,943.61,Credit Card,Failed,False,False,2023,5
T59815,2020-11-14,C1203,Headphones,950.0,888.4679623836995,Credit Card,unkown,False,False,2020,11
T59820,2023-01-31,C3575,Coffee,654.0,696.78,PayPal,unkown,False,False,2023,1
T59829,2020-04-11,C2197,tablet,962.0,372.87153310624166,PayPal,unkown,False,False,2020,4
T59831,2020-06-02,C1849,Coffee,522.0,922.5307294146118,PayPal,Completed,False,False,2020,6
T59834,2024-10-26,C2826,smartphone,391.0,524.3066615827773,PayPal,complete,False,False,2024,10
T59840,2021-06-02,C1066,Coffee,4.0,630.5833651687788,PayPal ,complete,False,True,2021,6
T59844,2021-07-12,C4203,Headphones,4.0,870.6051583885949,Credit Card,Completed,False,True,2021,7
T59845,2020-08-30,C1121,tablet,627.0,490.79,Credit Card,Completed,False,False,2020,8
T59846,2020-11-27,C2081,smartphone,8.0,499.6852664142454,Cash,completed,False,False,2020,11
T59854,2023-08-01,C390,Headphones,617.0,143.73343981527808,Credit Card,Pending,False,False,2023,8
T59856,2020-12-15,C2146,Laptop,158.0,239.0173309820373,PayPal,Pending,False,True,2020,12
T59860,2023-11-08,C4296,Headphones,250.0,524.3066615827773,Credit Card,Completed,False,False,2023,11
T59861,2024-05-27,C1526,Coffee,2.0,751.5,PayPal,Failed,True,False,2024,5
T59863,2021-07-07,C4658,Coffee,3.0,524.3066615827773,PayPal ,completed,True,False,2021,7
T59864,2023-05-28,C432,Headphones,10.0,479.86,PayPal ,completed,True,False,2023,5
T59873,2021-07-09,C3182,smartphone,1.0,208.36623974414877,Credit Card,Completed,True,True,2021,7
T59876,2021-08-22,C2109,tablet,645.0,699.173099118741,PayPal,complete,False,False,2021,8
T59884,2020-05-27,C1254,Headphones,9.0,338.118041603424,PayPal ,Failed,True,True,2020,5
T59885,2021-05-15,C2609,tablet,932.0,524.3066615827773,Credit Card,unkown,False,False,2021,5
T59888,2021-01-26,C2883,Coffee,5.0,524.3066615827773,Credit Card,completed,False,False,2021,1
T59889,2023-06-07,C4373,smartphone,7.0,314.04743976470024,Credit Card,complete,True,True,2023,6
T59891,2022-01-07,C1002,smartphone,314.0,524.3066615827773,Credit Card,Completed,False,False,2022,1
T59896,2022-06-06,C1044,Headphones,512.0,724.9303524089013,Cash,complete,False,False,2022,6
T59897,2023-08-21,C673,Coffee,358.0,505.4102228749696,PayPal,complete,False,False,2023,8
T59900,2023-07-08,C4696,tablet,1.0,206.3452640903455,PayPal ,unkown,True,True,2023,7
T59902,2024-04-13,C4805,smartphone,746.0,326.4771815933483,PayPal ,unkown,False,True,2024,4
T59908,2021-09-10,C1077,tablet,8.0,524.3066615827773,Credit Card,completed,False,False,2021,9
T59910,2023-11-20,C3084,Laptop,708.0,419.60267068180246,PayPal ,Completed,False,True,2023,11
T59914,2024-02-15,C4462,Headphones,10.0,678.509396065253,Credit Card,Failed,False,False,2024,2
T59915,2024-12-16,C1979,tablet,367.0,994.2662552582392,Credit Card,Completed,False,True,2024,12
T59916,2022-11-15,C4540,Laptop,7.0,477.5334787511008,Credit Card,Completed,True,False,2022,11
T59920,2021-03-17,C2893,Laptop,472.0,524.3066615827773,Credit Card,completed,False,False,2021,3
T59922,2022-06-19,C855,Coffee,4.0,545.9052412038296,PayPal ,Failed,False,False,2022,6
T59924,2024-09-11,C009,Headphones,401.0,405.2324240354439,PayPal,completed,False,False,2024,9
T59926,2023-09-05,C2378,tablet,4.0,521.1665752183035,Cash,Pending,True,False,2023,9
T59931,2023-02-13,C2154,Headphones,611.0,704.8033530507846,PayPal,completed,False,True,2023,2
T59936,2020-11-18,C4236,Coffee,299.0,441.4071749120817,PayPal,Completed,False,True,2020,11
T59942,2024-02-14,C109,Headphones,10.0,811.013795666148,Credit Card,complete,False,False,2024,2
T59944,2021-12-27,C1313,Laptop,1.0,143.42321850387225,Credit Card,Failed,False,True,2021,12
T59945,2022-11-02,C3578,smartphone,922.0,488.3605592906743,Credit Card,Completed,False,True,2022,11
T59947,2023-12-12,C2609,tablet,10.0,274.6044847344074,Credit Card,completed,False,True,2023,12
T59949,2020-10-23,C4108,Laptop,4.0,188.6871351333664,PayPal,unkown,False,True,2020,10
T59950,2021-11-26,C2158,Headphones,842.0,524.3066615827773,PayPal ,complete,False,False,2021,11
T59961,2022-10-17,C1279,Laptop,465.0,524.3066615827773,PayPal,unkown,False,False,2022,10
T59963,2023-02-19,C3604,tablet,142.0,262.90413091454167,PayPal,Pending,False,False,2023,2
T59973,2024-12-30,C3141,Coffee,613.0,803.9989792775928,Credit Card,complete,False,True,2024,12
T59978,2024-05-12,C3619,tablet,996.0,418.5777625461897,PayPal,completed,False,False,2024,5
T59982,2021-05-13,C4476,tablet,4.0,204.949927241654,Credit Card,Failed,True,True,2021,5
T59983,2021-10-31,C1720,Coffee,425.0,100.6995838419956,Credit Card,completed,False,True,2021,10
T59990,2022-01-05,C614,Headphones,5.0,526.19,Credit Card,Completed,True,False,2022,1
T59991,2024-03-07,C1051,Headphones,853.0,935.0500493271552,PayPal,Pending,False,True,2024,3
T59993,2023-01-08,C3870,Coffee,239.0,882.7913872392664,PayPal,completed,False,True,2023,1
T59994,2020-03-21,C3373,tablet,1.0,524.3066615827773,Credit Card,complete,True,False,2020,3
T59997,2023-09-12,C729,Coffee,6.0,422.9688156293337,Credit Card,unkown,False,True,2023,9
T59998,2022-08-07,C139,Laptop,8.0,804.0957792401891,PayPal ,Pending,True,True,2022,8
T60005,2021-05-16,C1296,Laptop,2.0,224.78546601761883,Credit Card,completed,True,False,2021,5
T60006,2024-06-06,C3318,Coffee,493.0,63.03688627312227,Credit Card,unkown,False,False,2024,6
T60011,2022-07-25,C669,tablet,664.0,436.521256498289,Credit Card,Completed,False,False,2022,7
T60019,2024-02-06,C4723,tablet,5.0,347.26659411791513,PayPal,unkown,True,True,2024,2
T60022,2021-10-03,C2205,Headphones,5.0,103.49484640277956,Credit Card,complete,False,True,2021,10
T60023,2023-11-12,C1872,smartphone,776.0,686.282252162551,Cash,complete,False,True,2023,11
T60024,2024-09-16,C367,tablet,110.0,707.4942806903075,Credit Card,completed,False,True,2024,9
T60026,2021-08-26,C2101,smartphone,9.0,104.77350793857246,Credit Card,unkown,True,False,2021,8
T60027,2025-01-21,C1758,Headphones,10.0,933.2979678553056,Credit Card,unkown,False,False,2025,1
T60033,2023-03-17,C4627,tablet,1.0,524.3066615827773,Credit Card,Failed,False,False,2023,3
T60051,2023-03-15,C4180,tablet,3.0,252.1590433771061,Cash,Failed,False,True,2023,3
T60058,2021-05-02,C3064,smartphone,7.0,524.3066615827773,PayPal,Failed,False,False,2021,5
T60064,2020-12-30,C1388,tablet,406.0,524.3066615827773,Cash,Failed,False,False,2020,12
T60065,2022-10-01,C479,Coffee,3.0,524.3066615827773,PayPal,Completed,True,False,2022,10
T60067,2020-09-13,C2247,Coffee,4.0,803.6054789945863,PayPal,completed,False,False,2020,9
T60070,2022-07-07,C4556,Headphones,2.0,936.5685543396568,Credit Card,Pending,True,False,2022,7
T60072,2023-09-24,C2798,Coffee,6.0,360.5552828212194,PayPal,Pending,False,False,2023,9
T60080,2023-09-06,C3737,Coffee,761.0,635.0897235730799,PayPal,Completed,False,False,2023,9
T60082,2021-02-16,C4814,Laptop,721.0,650.8433469979143,Cash,completed,False,True,2021,2
T60088,2020-11-28,C2962,smartphone,514.0,524.3066615827773,Cash,completed,False,False,2020,11
T80029,2021-07-21,C4875,smartphone,942.0,796.9516990825767,Cash,Pending,False,False,2021,7
T60099,2024-11-19,C4839,smartphone,5.0,524.3066615827773,Credit Card,Pending,False,False,2024,11
T60100,2024-11-01,C1519,tablet,3.0,136.58288232975508,Credit Card,unkown,True,True,2024,11
T60104,2022-03-15,C2177,Laptop,8.0,955.6218707153782,Cash,completed,False,False,2022,3
T60109,2024-11-07,C2361,tablet,581.0,566.6445270343481,PayPal ,Completed,False,False,2024,11
T60113,2020-08-13,C4330,smartphone,772.0,524.3066615827773,Credit Card,Pending,False,False,2020,8
T60117,2021-08-15,C4141,Headphones,7.0,327.1520970986029,PayPal,complete,True,True,2021,8
T60119,2023-02-24,C1082,smartphone,6.0,596.6948261316622,PayPal,Pending,True,True,2023,2
T60120,2024-10-11,C2858,tablet,9.0,524.3066615827773,PayPal ,Failed,True,False,2024,10
T60138,2022-12-04,C588,Headphones,9.0,524.3066615827773,Cash,Failed,True,False,2022,12
T60148,2020-07-05,C2491,Laptop,468.0,508.3624984831483,Credit Card,completed,False,True,2020,7
T60149,2021-04-07,C210,Coffee,10.0,375.4624557254447,Cash,complete,True,False,2021,4
T60152,2020-03-05,C4266,Laptop,6.0,240.1919895811036,PayPal,Pending,False,True,2020,3
T60154,2021-04-08,C3537,Coffee,788.0,465.6259430470808,PayPal,Pending,False,True,2021,4
T60156,2024-08-07,C4513,Laptop,1.0,631.6684013182388,Credit Card,Pending,True,True,2024,8
T60160,2022-12-27,C1025,tablet,3.0,524.3066615827773,Credit Card,complete,False,False,2022,12
T60165,2024-06-10,C3144,tablet,10.0,260.42,Credit Card,Completed,True,True,2024,6
T60167,2020-02-29,C2514,Headphones,5.0,250.48498335796512,PayPal,complete,True,True,2020,2
T60170,2024-12-26,C4547,Headphones,4.0,524.3066615827773,Credit Card,Pending,True,False,2024,12
T60174,2024-07-20,C1694,smartphone,9.0,237.23331213332608,Cash,Pending,False,True,2024,7
T60176,2020-11-26,C1713,tablet,236.0,463.3209833529583,Credit Card,completed,False,True,2020,11
T60177,2021-09-02,C2858,tablet,140.0,131.54645294117313,PayPal,complete,False,True,2021,9
T60181,2024-10-10,C955,smartphone,8.0,316.67000933272016,PayPal ,unkown,False,False,2024,10
T60182,2020-04-11,C2112,Headphones,565.0,103.27,PayPal,Pending,False,False,2020,4
T60185,2020-08-01,C991,Coffee,5.0,524.3066615827773,PayPal,completed,False,False,2020,8
T60188,2022-09-05,C992,smartphone,4.0,54.25672378142352,PayPal,unkown,True,False,2022,9
T60192,2020-12-21,C899,smartphone,4.0,524.3066615827773,PayPal,Pending,True,False,2020,12
T60195,2020-04-14,C643,Coffee,9.0,170.24514001486477,Credit Card,unkown,True,True,2020,4
T60207,2023-06-30,C112,Laptop,9.0,724.3765631016392,Credit Card,Completed,True,True,2023,6
T60211,2020-01-11,C1719,Headphones,424.0,580.83,Credit Card,completed,False,False,2020,1
T60221,2024-05-17,C1666,Coffee,2.0,622.0428437231126,PayPal,completed,True,False,2024,5
T60223,2020-07-09,C4081,smartphone,7.0,355.4078483663054,PayPal,complete,False,False,2020,7
T60226,2020-01-28,C066,Laptop,5.0,634.9165531345735,PayPal ,completed,False,False,2020,1
T60235,2021-05-29,C4809,Coffee,899.0,280.1275541886378,PayPal ,Pending,False,False,2021,5
T60237,2023-05-16,C2316,tablet,9.0,960.9039662423868,Credit Card,Failed,False,True,2023,5
T60239,2020-02-09,C2493,Coffee,393.0,389.1565651609343,Credit Card,Pending,False,True,2020,2
T60248,2021-06-09,C1641,smartphone,151.0,524.3066615827773,Credit Card,Failed,False,False,2021,6
T60250,2020-12-08,C1191,Laptop,957.0,524.3066615827773,Credit Card,Completed,False,False,2020,12
T60252,2021-12-25,C587,Coffee,607.0,524.3066615827773,PayPal ,complete,False,False,2021,12
T60254,2020-01-16,C1941,smartphone,1.0,309.0576411024192,PayPal ,completed,True,False,2020,1
T60256,2024-03-02,C4817,Coffee,8.0,524.3066615827773,PayPal,completed,False,False,2024,3
T60258,2023-09-13,C443,Laptop,968.0,526.2125523511309,PayPal,completed,False,True,2023,9
T60259,2023-12-07,C1836,Coffee,6.0,524.3066615827773,Credit Card,Failed,True,False,2023,12
T60265,2022-06-17,C4124,smartphone,3.0,524.3066615827773,Credit Card,complete,True,False,2022,6
T60267,2025-01-17,C1148,Headphones,5.0,524.3066615827773,PayPal ,Pending,False,False,2025,1
T60269,2023-03-14,C185,tablet,921.0,461.6264387801059,Credit Card,Failed,False,True,2023,3
T60275,2021-01-30,C4477,Headphones,602.0,852.611563264021,PayPal,Completed,False,True,2021,1
T60276,2020-06-18,C2057,Headphones,938.0,671.6205003455273,PayPal,unkown,False,False,2020,6
T60278,2024-12-25,C3186,Laptop,1.0,524.3066615827773,PayPal,unkown,True,False,2024,12
T60281,2022-09-19,C633,tablet,5.0,641.3154881536755,Cash,Completed,False,True,2022,9
T60282,2021-07-01,C1053,Headphones,3.0,524.3066615827773,PayPal,Failed,True,False,2021,7
T60286,2022-02-07,C297,smartphone,7.0,868.2816231302726,Credit Card,complete,True,False,2022,2
T60289,2021-01-26,C089,tablet,3.0,702.8360838086016,Credit Card,Pending,True,True,2021,1
T60290,2023-08-29,C2952,smartphone,4.0,524.3066615827773,PayPal ,complete,True,False,2023,8
T60292,2022-10-18,C1044,tablet,3.0,524.3066615827773,PayPal,unkown,False,False,2022,10
T60297,2022-12-10,C2193,Coffee,3.0,496.82094314630615,PayPal,completed,False,True,2022,12
T60301,2023-10-04,C3298,Laptop,977.0,858.2135030306653,PayPal,complete,False,False,2023,10
T60302,2023-10-16,C4868,tablet,10.0,735.5374722645123,PayPal,Pending,False,False,2023,10
T60303,2023-12-22,C347,Coffee,157.0,428.4019204996735,PayPal,complete,False,False,2023,12
T60309,2023-04-07,C1661,Coffee,789.0,52.69343908869059,Credit Card,completed,False,False,2023,4
T60314,2024-01-17,C4117,Headphones,2.0,590.23,Credit Card,complete,True,False,2024,1
T60316,2024-03-24,C4730,smartphone,8.0,327.756640272077,Credit Card,Pending,False,True,2024,3
T60333,2020-06-08,C4698,Headphones,2.0,524.3066615827773,PayPal,completed,False,False,2020,6
T60344,2022-05-16,C2948,Headphones,506.0,524.3066615827773,PayPal ,Completed,False,False,2022,5
T60345,2023-09-27,C3636,tablet,7.0,815.1015212749103,Credit Card,Pending,True,True,2023,9
T60348,2024-09-13,C210,Headphones,612.0,760.6121765052275,PayPal,Pending,False,True,2024,9
T60352,2023-06-24,C4608,smartphone,4.0,913.6596351587413,Credit Card,unkown,True,False,2023,6
T60354,2021-07-28,C2031,tablet,830.0,894.4944336617039,Credit Card,Pending,False,True,2021,7
T60355,2024-02-17,C1628,Coffee,4.0,970.633435725356,Credit Card,completed,True,False,2024,2
T60357,2022-11-15,C4282,smartphone,3.0,524.3066615827773,PayPal,Failed,False,False,2022,11
T60358,2020-02-23,C1130,Coffee,8.0,737.3806966022006,PayPal,Pending,False,True,2020,2
T60360,2023-04-20,C2142,smartphone,8.0,148.06309619529458,Cash,Failed,False,False,2023,4
T60362,2023-12-14,C974,smartphone,9.0,858.3585960663954,Credit Card,Failed,True,False,2023,12
T60372,2021-02-08,C4850,tablet,10.0,524.3066615827773,Credit Card,complete,False,False,2021,2
T60373,2023-04-01,C2058,smartphone,358.0,524.3066615827773,Credit Card,complete,False,False,2023,4
T60376,2024-06-26,C4412,tablet,5.0,708.5071762665054,Credit Card,complete,False,False,2024,6
T60377,2021-05-22,C094,Headphones,10.0,171.4580363332202,PayPal,completed,True,False,2021,5
T60388,2022-01-12,C1719,Headphones,6.0,524.3066615827773,PayPal,Failed,True,False,2022,1
T60390,2022-05-15,C3122,Laptop,2.0,524.3066615827773,Credit Card,Failed,False,False,2022,5
T60399,2023-08-26,C2471,Headphones,8.0,554.5009123034571,Credit Card,complete,False,False,2023,8
T60401,2024-06-09,C560,Coffee,332.0,272.1281709042265,Credit Card,complete,False,False,2024,6
T60402,2024-12-23,C2955,smartphone,842.0,303.42192791969194,Cash,Failed,False,False,2024,12
T60407,2023-01-02,C4946,Laptop,823.0,524.3066615827773,Credit Card,complete,False,False,2023,1
T60408,2020-09-12,C3745,Headphones,562.0,594.1588994554819,Cash,Completed,False,False,2020,9
T60415,2023-08-01,C1613,Laptop,852.0,524.3066615827773,Credit Card,Failed,False,False,2023,8
T60427,2020-09-15,C4162,Laptop,264.0,899.5084940883829,PayPal,unkown,False,True,2020,9
T60429,2024-05-27,C1689,Laptop,2.0,775.5837234117361,Credit Card,Completed,True,False,2024,5
T60431,2021-02-03,C2258,Laptop,8.0,524.3066615827773,PayPal,Pending,False,False,2021,2
T60440,2021-05-20,C4766,Headphones,4.0,628.48972388127,PayPal,Failed,True,True,2021,5
T60451,2024-12-19,C2463,Laptop,9.0,524.3066615827773,Credit Card,Completed,False,False,2024,12
T60457,2022-03-25,C4446,Coffee,8.0,459.30433920874486,PayPal ,Completed,True,True,2022,3
T60462,2022-12-08,C630,tablet,284.0,531.4483615348138,Cash,Failed,False,False,2022,12
T60464,2024-03-25,C868,tablet,8.0,139.92,Cash,Failed,False,False,2024,3
T60469,2020-06-11,C4535,Coffee,5.0,524.3066615827773,Cash,Pending,True,False,2020,6
T60473,2025-01-05,C1372,smartphone,8.0,524.3066615827773,Cash,complete,True,False,2025,1
T60476,2020-09-18,C085,Laptop,6.0,759.9029378954375,Credit Card,Failed,True,False,2020,9
T60477,2021-03-10,C3484,Headphones,349.0,609.6784712677121,PayPal ,completed,False,False,2021,3
T60479,2023-01-20,C086,Headphones,2.0,570.3867848248348,PayPal ,complete,False,False,2023,1
T60483,2023-03-12,C2726,Coffee,6.0,524.3066615827773,Credit Card,Pending,False,False,2023,3
T60495,2022-02-22,C699,smartphone,353.0,937.459142684959,PayPal ,Failed,False,False,2022,2
T60496,2023-01-23,C3874,Coffee,6.0,529.5466766814679,Credit Card,Failed,True,False,2023,1
T60497,2023-03-06,C2201,Coffee,6.0,331.52263847429003,PayPal,unkown,False,True,2023,3
T60498,2021-05-03,C4001,smartphone,587.0,524.3066615827773,Credit Card,Failed,False,False,2021,5
T60501,2021-08-27,C187,smartphone,514.0,131.48169871237087,Cash,complete,False,False,2021,8
T60508,2022-05-02,C4329,Headphones,5.0,655.7873492017767,PayPal ,completed,False,True,2022,5
T60509,2023-07-21,C1046,smartphone,5.0,468.88,Credit Card,Completed,False,True,2023,7
T60517,2020-10-08,C3147,smartphone,7.0,673.44,Credit Card,unkown,False,True,2020,10
T60521,2020-01-18,C4066,Coffee,7.0,186.89224323539128,PayPal ,complete,False,False,2020,1
T60532,2022-02-07,C3279,Coffee,4.0,800.6337268718177,Credit Card,completed,True,False,2022,2
T60541,2023-04-11,C3086,Coffee,6.0,60.89217582860283,Credit Card,completed,True,True,2023,4
T60547,2020-02-01,C4939,tablet,3.0,932.4571582281908,Credit Card,Failed,True,False,2020,2
T60550,2020-12-25,C721,Coffee,8.0,687.5044154437302,Credit Card,Completed,True,False,2020,12
T60552,2023-11-06,C3790,Coffee,8.0,524.3066615827773,PayPal,Pending,False,False,2023,11
T60553,2020-08-19,C4306,Laptop,7.0,608.910990938753,PayPal,unkown,False,False,2020,8
T60556,2024-03-03,C1392,Laptop,405.0,816.49,Credit Card,Failed,False,True,2024,3
T60558,2021-08-16,C1889,Headphones,4.0,740.0597136227678,Credit Card,complete,False,False,2021,8
T60559,2020-05-06,C580,Coffee,9.0,524.3066615827773,Credit Card,Completed,False,False,2020,5
T60563,2024-09-19,C2844,Coffee,9.0,524.3066615827773,Credit Card,unkown,True,False,2024,9
T60568,2020-06-18,C1505,Coffee,742.0,914.1002918433516,PayPal,Completed,False,True,2020,6
T60572,2020-07-07,C2262,Headphones,2.0,678.1845715844316,Credit Card,Completed,True,False,2020,7
T60573,2020-04-11,C1973,Headphones,1.0,925.7907171519522,Cash,unkown,True,False,2020,4
T60575,2020-10-28,C701,Coffee,503.0,524.3066615827773,Credit Card,unkown,False,False,2020,10
T60577,2020-12-31,C1892,smartphone,5.0,365.4206203564808,Credit Card,Completed,False,False,2020,12
T60584,2023-05-29,C1503,smartphone,4.0,524.3066615827773,Cash,Pending,True,False,2023,5
T60588,2020-06-06,C208,Coffee,8.0,741.6636699891678,Credit Card,Failed,False,True,2020,6
T60594,2020-08-31,C4982,Headphones,304.0,119.1349352014662,PayPal,Completed,False,True,2020,8
T60595,2023-01-20,C3319,Headphones,1.0,352.8568398240294,Credit Card,Completed,False,True,2023,1
T60599,2022-02-24,C2473,Headphones,833.0,864.1956053549773,PayPal,Pending,False,False,2022,2
T60604,2023-12-29,C767,Headphones,1.0,751.214622181493,Credit Card,Completed,False,False,2023,12
T60605,2024-01-25,C1230,Coffee,870.0,524.3066615827773,Credit Card,completed,False,False,2024,1
T60610,2024-07-05,C1367,Laptop,592.0,263.5812852447027,PayPal,completed,False,True,2024,7
T60611,2023-12-17,C2676,Coffee,4.0,706.0168528275169,Cash,complete,False,False,2023,12
T60612,2024-04-02,C2170,Laptop,4.0,639.5401277967125,PayPal,complete,False,False,2024,4
T60616,2023-09-22,C1646,Laptop,281.0,64.62390606210717,PayPal,complete,False,False,2023,9
T60627,2020-07-08,C1240,smartphone,4.0,203.5917586973688,Credit Card,completed,False,False,2020,7
T60628,2020-01-12,C449,smartphone,2.0,617.65,PayPal ,complete,True,True,2020,1
T60636,2021-09-11,C093,smartphone,8.0,490.661450762662,PayPal ,Failed,True,True,2021,9
T60639,2021-12-28,C4405,Laptop,725.0,524.3066615827773,Credit Card,Failed,False,False,2021,12
T60640,2022-05-09,C2164,Laptop,3.0,605.7069834437281,Cash,Completed,True,False,2022,5
T60641,2022-04-29,C2543,Coffee,4.0,524.3066615827773,Cash,Failed,False,False,2022,4
T60649,2022-09-03,C2200,tablet,3.0,782.6713637862894,Credit Card,unkown,True,True,2022,9
T60652,2023-08-05,C1717,Coffee,150.0,524.3066615827773,Credit Card,Completed,False,False,2023,8
T60654,2021-08-14,C1350,smartphone,322.0,550.8930551806639,PayPal,complete,False,False,2021,8
T60656,2021-07-13,C2769,Coffee,8.0,571.0130999181495,PayPal,Pending,False,True,2021,7
T60658,2024-01-04,C1027,Laptop,692.0,524.3066615827773,PayPal,Failed,False,False,2024,1
T60671,2021-02-16,C3521,Headphones,396.0,524.3066615827773,PayPal,Pending,False,False,2021,2
T60677,2022-10-05,C2862,Coffee,7.0,308.38601767415923,Credit Card,Failed,True,True,2022,10
T60683,2022-02-09,C3479,Coffee,8.0,589.1400751092109,PayPal ,complete,False,False,2022,2
T60689,2023-05-03,C3343,Coffee,4.0,894.0317559154819,PayPal ,Completed,True,True,2023,5
T60692,2024-07-20,C1189,Coffee,524.0,524.3066615827773,PayPal,Pending,False,False,2024,7
T60698,2022-05-14,C509,Laptop,7.0,855.8352917381394,Credit Card,Completed,False,True,2022,5
T60703,2023-09-26,C2681,Laptop,5.0,244.55359286249256,PayPal ,Failed,False,True,2023,9
T60704,2021-12-13,C2990,Laptop,4.0,453.21494715237736,Credit Card,complete,False,True,2021,12
T60705,2024-02-16,C121,tablet,9.0,524.3066615827773,Credit Card,complete,False,False,2024,2
T60706,2024-12-10,C1499,tablet,995.0,566.0787748539046,PayPal,Pending,False,False,2024,12
T60713,2024-05-02,C1835,Headphones,8.0,557.7903656455417,Cash,Pending,False,False,2024,5
T60714,2022-08-27,C1343,tablet,8.0,953.5960078080608,PayPal ,Failed,True,True,2022,8
T60715,2024-07-06,C3183,Coffee,6.0,464.9728826581705,PayPal ,complete,True,True,2024,7
T60719,2024-11-13,C977,tablet,842.0,583.2884387713458,PayPal,complete,False,False,2024,11
T60721,2025-01-18,C1306,smartphone,4.0,760.2077855363909,PayPal ,Pending,False,True,2025,1
T60722,2021-12-26,C1813,tablet,351.0,524.3066615827773,PayPal ,unkown,False,False,2021,12
T60729,2022-07-22,C2959,Headphones,901.0,721.0503396627839,PayPal ,Pending,False,True,2022,7
T60735,2022-06-14,C4245,Coffee,5.0,524.3066615827773,PayPal,unkown,True,False,2022,6
T60739,2020-06-16,C307,Coffee,365.0,498.8289277512969,Credit Card,Completed,False,True,2020,6
T60742,2022-08-13,C4199,Coffee,9.0,889.8542933394151,PayPal ,unkown,False,True,2022,8
T60745,2023-05-15,C4016,smartphone,800.0,209.9527179224541,PayPal,Failed,False,True,2023,5
T60746,2020-12-02,C4892,Headphones,7.0,524.3066615827773,Credit Card,complete,True,False,2020,12
T60759,2020-02-18,C4884,Headphones,8.0,484.78611656919503,PayPal,Completed,True,False,2020,2
T60764,2022-08-26,C348,tablet,412.0,524.3066615827773,Credit Card,Completed,False,False,2022,8
T60766,2023-05-19,C3086,Headphones,6.0,226.72056768911784,PayPal,Completed,True,True,2023,5
T60767,2022-08-12,C4534,Headphones,774.0,524.3066615827773,Cash,Pending,False,False,2022,8
T60768,2020-08-30,C2386,Coffee,2.0,524.3066615827773,Credit Card,Completed,False,False,2020,8
T60777,2021-12-10,C491,Headphones,4.0,488.18611422038657,Credit Card,Pending,False,True,2021,12
T60778,2024-08-04,C3060,smartphone,4.0,234.8694711976973,PayPal,completed,True,True,2024,8
T60779,2020-07-02,C2988,Coffee,461.0,524.3066615827773,PayPal,completed,False,False,2020,7
T60780,2023-01-17,C4455,Headphones,535.0,641.0633977416436,PayPal ,Pending,False,True,2023,1
T60783,2024-03-24,C1484,tablet,7.0,524.3066615827773,Credit Card,Completed,True,False,2024,3
T60784,2024-08-23,C1751,smartphone,8.0,170.6214608218247,PayPal,completed,False,True,2024,8
T60786,2023-12-25,C1958,smartphone,4.0,423.59433778022606,Credit Card,Failed,True,False,2023,12
T60789,2023-05-02,C2302,smartphone,1.0,296.8689493658351,PayPal,Failed,True,False,2023,5
T60790,2022-02-20,C2311,Coffee,382.0,924.2318280363764,Cash,Failed,False,False,2022,2
T60793,2023-10-21,C1521,smartphone,6.0,152.93932595379704,Credit Card,Pending,True,False,2023,10
T60796,2022-01-21,C4695,Headphones,5.0,524.3066615827773,PayPal,completed,False,False,2022,1
T60800,2021-11-17,C3361,Headphones,8.0,867.1399399662814,Credit Card,complete,False,True,2021,11
T60802,2022-06-09,C2659,tablet,401.0,90.73801117939608,PayPal,Failed,False,False,2022,6
T60805,2023-09-26,C3100,Headphones,7.0,370.5948117437347,PayPal,unkown,True,True,2023,9
T60806,2020-05-23,C3876,Laptop,9.0,339.8709338262679,PayPal ,Pending,False,False,2020,5
T60807,2021-08-24,C419,tablet,8.0,375.8985570823105,Credit Card,complete,True,True,2021,8
T60810,2021-01-03,C1957,tablet,2.0,524.3066615827773,Credit Card,completed,False,False,2021,1
T60814,2020-03-15,C3074,tablet,8.0,200.31171531958356,PayPal,unkown,False,True,2020,3
